"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FWONK","Liberty Media Corporation","36.61","8454101427.24","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","41.81","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","47.1044","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","42.01","13884885452.17","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","14.9","1118382780.3","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","14.4","1080853156.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LPNT","LifePoint Health, Inc.","64.5","2497795330.5","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","10.85","225039817.45","n/a","1991","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","11.66","164271093.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","2.99","47479379.09","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","268.34","5663004693.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","0.981","28916170.839","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","2.01","51804946.05","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","5.05","324451859.65","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","10.84","82284033.52","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","5.09","573347846.17","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","15.55","115929028.65","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lmst",
"LMNR","Limoneira Co","26.86","474597774.04","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","2.27","55936867.84","n/a","2005","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","96.14","6265641559.98","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","14.66","671232245.02","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc. ","4","0","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lindw",
"LPCN","Lipocine Inc.","1.49","31684163.11","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lpcn",
"YVR","Liquid Media Group Ltd.","0.89","8227959.22","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Technologies, Inc.","20.56","317280892","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","6","192739158","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","203.62","5106905459.78","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","124.8","6064273737.6","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","27.65","1109230045.35","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","9.86","19326181.74","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","25.75","1607015733.5","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","4.05","210200742.9","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/livx",
"LKQ","LKQ Corporation","31.72","10089547749.32","n/a","n/a","Consumer Services","Motor Vehicles","https://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","0.494","3112200","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.0211","0","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfaw",
"LOGI","Logitech International S.A.","45.08","7459587394.56","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","86.75","4502325000","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","24.85","55912500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","23.18","2318000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chna",
"LONE","Lonestar Resources US Inc.","8.53","210154693.31","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lone",
"LOACU","Longevity Acquisition Corporation","10.27","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loacu",
"LOOP","Loop Industries, Inc.","9.55","322844492.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","43.85","1356401131.35","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"LOXO","Loxo Oncology, Inc.","163.1","4969668417","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/loxo",
"LPLA","LPL Financial Holdings Inc.","65.09","5734194090.19","n/a","2010","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","3.02","99468897.42","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","4.67","119747733.71","n/a","1985","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","157.34","20827249049.16","n/a","2007","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","62.15","3936084110.75","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","29.59","1319962467.23","n/a","2000","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmnx",
"LUNA","Luna Innovations Incorporated","3.22","89941912.62","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/luna",
"LBC","Luther Burbank Corporation","10.98","620903781.72","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/lbc",
"MBTF","M B T Financial Corp","11.3","259718307.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbtf",
"MCBC","Macatawa Bank Corporation","11.79","401028821.01","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","16.3","174617743.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","20.96","1365812749.12","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","21.98","928377722.3","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","227.14","3490377246.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","5.65","130192113.8","n/a","1993","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","72.55","1781476059.95","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","11.99","395007372.65","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","9.05","441255338.8","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","8.45","136935849.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.1539","6144211.8756","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","12.3764","72039880.7944","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","3.025","251508291.925","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mhld",
"MMYT","MakeMyTrip Limited","27.45","2799395798.4","n/a","2010","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","52.61","1085120760.11","n/a","2014","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","24.7","162406921.3","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","7.7324","97374383.834","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","29.26","1309551138.28","n/a","2016","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/tusk",
"RPIBC","Managed Portfolio Series","100.03","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rpibc",
"MANH","Manhattan Associates, Inc.","56.36","3706252649.68","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","6.15","58710280.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","10.22","200378613.96","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","19.7","47331456.4","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.92","293737664.64","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","62.18","2461043796.46","n/a","2002","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/mant",
"MAPI","Mapi - Pharma Ltd.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mapi",
"MARA","Marathon Patent Group, Inc.","0.7556","18181957.464","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.89","120752835.32","n/a","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mchx",
"MRIN","Marin Software Incorporated","3.25","18801250","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","4.0698","8139600","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","8.99","364319866.87","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","184.18","6919821254.6","n/a","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","28.75","357618260","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","130.24","45191734962.88","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.92","212330782.08","n/a","2013","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","21.1","1153306461.4","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","10.9","425669383.3","n/a","2002","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","18.88","12430592000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","123.82","6459696333.92","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","55.85","15464522918.75","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","13.75","184942587.5","13450370","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MPAC","Matlin & Partners Acquisition Corporation","10.05","93680994.6","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/mpac",
"MPACU","Matlin & Partners Acquisition Corporation","10.75","0","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/mpacu",
"MPACW","Matlin & Partners Acquisition Corporation","0.79","0","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/mpacw",
"MTRX","Matrix Service Company","24.55","663081261","n/a","1990","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","16","5506448496","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","49.8","1598451615.6","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","59.73","16606078931.64","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","3.52","134305431.04","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","58.22","1022614446.98","17564659","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","47.32","3984379253.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbfi",
"MBFIO","MB Financial Inc.","25.24","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbfio",
"MCFT","MCBC Holdings, Inc.","37.2","696616872","n/a","2015","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","55.58","1343343644.58","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","4.5","224707927.5","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","6.73","164473278.79","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.98","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","4.77","56507442.48","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","27.52","25574308.48","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","11.85","496267015.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","73.32","4477923977.28","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","3.55","1264396.4","356168","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.7497","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","6.45","175303511.55","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","57.94","2061012941.76","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","4.39","312069313.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","13.26","360461590.32","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","21.22","5129649675.88","241736554","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MLNT","Melinta Therapeutics, Inc.","4.45","249245630.3","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MLNX","Mellanox Technologies, Ltd.","76.9","4073412840.2","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","19.9012","51715735.9488","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/melr",
"MNLO","Menlo Therapeutics Inc.","11.61","266774556.78","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.5","4941484.5","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","331.38","14964247282.32","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/meli",
"MBNAA","Mercantil Bank Holding Corporation","12.04","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbnaa",
"MBNAB","Mercantil Bank Holding Corporation","8.1","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbnab",
"MBWM","Mercantile Bank Corporation","34.12","566748008.08","n/a","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","16.65","1085607655.65","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","26.62","763835238.32","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/mbin",
"MRCY","Mercury Systems Inc","52.74","2553272349.3","n/a","1998","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mreo",
"EBSB","Meridian Bancorp, Inc.","17.5","943767895","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","15.2","644408894.4","n/a","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","18.14","115956086.18","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","61.2","3349811743.2","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","5.26","70183043.84","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","11.38","263485896.84","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","19","430023200","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","13.4","319552815","n/a","2018","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","183.4","706232135","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","6.88","47159489.76","6854577","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","82.95","1083303939.9","n/a","1993","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cash",
"MEOH","Methanex Corporation","78.6","6205080458.4","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/meoh",
"MGEE","MGE Energy Inc.","64.15","2223975935.5","n/a","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","77.95","1313281099.15","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","7.45","1447631.85","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","82.3","19386409244.4","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","45.16","52377047915.32","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","114.67","879314479625.72","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","147.38","1690064527.72","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","1.18","109826544.74","n/a","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","1.22","11397380.3","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","29.45","248878798.85","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","0.7875","2299825.2375","2920413","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","1.54","46871630.96","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","47.75","154419871","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","48.64","797323904","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","32.93","779626772.82","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","12.88","45991260","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","34","415517638","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mofg",
"MIME","Mimecast Limited","42.15","2516770093.2","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","6","666209238","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.39","46144729.02","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","42.5","2028645827.5","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb",
"NERV","Minerva Neurosciences, Inc","12.3","476924418.9","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","5.64","171136550.4","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","59.5","1925332773","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","17.45","164764557.75","n/a","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","4","48477596","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.8","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","7.2","272136895.2","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","11.03","1357082160.62","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","83.75","4588769197.5","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","26.35","152854900.75","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","43.7","1951529996.9","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","5.25","539365989.75","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MMDM","Modern Media Acquisition Corp.","10.08","63247242.24","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdm",
"MMDMR","Modern Media Acquisition Corp.","0.4699","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmr",
"MMDMU","Modern Media Acquisition Corp.","10.85","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmu",
"MMDMW","Modern Media Acquisition Corp.","0.6","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmw",
"MOGO","Mogo Finance Technology Inc.","2.9227","66990347.4262","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mogo",
"MTEM","Molecular Templates, Inc.","5.5","148858589","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","1.64","44052855.08","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","26.7","2091004305.6","n/a","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","45.32","6748351486.8","148904490","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.83","22741755.48","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","44.74","800159375.22","n/a","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mcri",
